Time(s),CH1(V),CH2(V)
-0.035911,4.532871,0.473197
-0.035905,4.532871,0.473197
-0.035898,4.532871,0.473197
-0.035892,4.532871,0.473197
-0.035885,4.532871,0.473197
-0.035879,4.532871,0.473197
-0.035872,4.532871,0.473197
-0.035866,4.532871,0.473197
-0.035859,4.532871,0.473197
-0.035853,4.532871,0.473197
-0.035846,4.532871,0.473197
-0.035840,4.532871,0.473197
-0.035833,4.532871,0.473197
-0.035827,4.532871,0.473197
-0.035820,4.532871,0.473197
-0.035814,4.532871,0.473197
-0.035807,4.532871,0.473197
-0.035801,4.532871,0.473197
-0.035794,4.532871,0.473197
-0.035788,4.532871,0.473197
-0.035781,4.532871,0.473197
-0.035775,4.532871,0.473197
-0.035768,4.532871,0.473197
-0.035762,4.532871,0.473197
-0.035755,4.532871,0.473197
-0.035749,4.532871,0.473197
-0.035742,4.532871,0.473197
-0.035736,4.532871,0.473197
-0.035729,4.532871,0.473197
-0.035723,4.532871,0.473197
-0.035716,4.532871,0.473197
-0.035710,4.532871,0.473197
-0.035703,4.532871,0.473197
-0.035697,4.532871,0.473197
-0.035690,4.532871,0.473197
-0.035684,4.532871,0.473197
-0.035677,4.532871,0.473197
-0.035671,4.532871,0.473197
-0.035664,4.532871,0.473197
-0.035658,4.532871,0.473197
-0.035651,4.532871,0.473197
-0.035645,4.532871,0.473197
-0.035638,4.532871,0.473197
-0.035632,4.532871,0.473197
-0.035625,4.532871,0.473197
-0.035618,4.532871,0.473197
-0.035612,4.532871,0.473197
-0.035605,4.532871,0.473197
-0.035599,4.532871,0.473197
-0.035592,4.532871,0.473197
-0.035586,4.532871,0.473197
-0.035579,4.532871,0.473197
-0.035573,4.532871,0.473197
-0.035566,4.532871,0.473197
-0.035560,4.532871,0.473197
-0.035553,4.532871,0.473197
-0.035547,4.532871,0.473197
-0.035540,4.532871,0.473197
-0.035534,4.532871,0.473197
-0.035527,4.532871,0.473197
-0.035521,4.532871,0.473197
-0.035514,4.532871,0.473197
-0.035508,4.532871,0.473197
-0.035501,4.532871,0.473197
-0.035495,4.532871,0.473197
-0.035488,4.532871,0.473197
-0.035482,4.532871,0.473197
-0.035475,4.532871,0.473197
-0.035469,4.532871,0.473197
-0.035462,4.532871,0.473197
-0.035456,4.532871,0.473197
-0.035449,4.532871,0.473197
-0.035443,4.532871,0.473197
-0.035436,4.532871,0.473197
-0.035430,4.532871,0.473197
-0.035423,4.532871,0.473197
-0.035417,4.532871,0.473197
-0.035410,4.532871,0.473197
-0.035404,4.532871,0.473197
-0.035397,4.532871,0.473197
-0.035391,4.532871,0.473197
-0.035384,4.532871,0.473197
-0.035378,4.532871,0.473197
-0.035371,4.532871,0.473197
-0.035365,4.532871,0.473197
-0.035358,4.532871,0.473197
-0.035352,4.532871,0.473197
-0.035345,4.532871,0.473197
-0.035339,4.532871,0.473197
-0.035332,4.532871,0.473197
-0.035326,4.532871,0.473197
-0.035319,4.532871,0.473197
-0.035313,4.532871,0.473197
-0.035306,4.532871,0.473197
-0.035299,4.532871,0.473197
-0.035293,4.532871,0.473197
-0.035286,4.532871,0.473197
